question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
85,Müsahibənin forması olan monoloq-müsahibə aşağıdakılardan hansını ifadə edir?,"Çoxlu insan qruplarının fikrini öyrənmək məqsədilə bəzi hallarda ayrıca anket tərtib edilib, ya bütün oxucular üçün dərc olunur, ya da ayrı-ayrı məqsədli auditoriyalara göndərilir; bəzən isə suallar radio və televiziya ilə yayımlanır, dinləyicilərdən və tamaşaçılardan xahiş olunur ki, fikirlərini telefonla bildirsinlər","Müsahibənin bu formasında jurnalistin rolu xeyli genişlənir, yəni o, təkcə suallar verməklə kifayətlənməyib müzakirə olunan mövzu ilə bağlı şəxsi fikrini də bildirir, söhbətin getdiyi şərait barədə, sohbətdaşı haqqında məlumatlar verir, tarixi haşiyələr çıxır","Müəyyən nüfuzlu qrupdan olan bir neçə şəxsin (siyasi liderlərin, müstəqil təhlilçilərin, dövlət qurumlan əməkdaşlarının və b.) fikri barədə təsəvvür yaradır, müəyyən problemi aydınlaşdırmaq üçün auditoriyaya fikirlər məcmusu təqdim edilir",Söhbətdaş ona verilmiş mühüm bir sualı ətraflı cavablandırır,Söhbət sual-cavab şəklində aparılır,d
86,Keys-əhvalat quruluşuna uyğundur?,Problemin həllində istifadə edilən üsulun təsviri və üstünlükləri,Bölgə rəhbərliyinin həmin problemə münasibəti,İstifadə olunmuş həll üsulu əsasında təcrübənin genişləndirilməsi və ondan çıxarılan nəticələr,Hər hansı bir bölgənin başqaları üçün də aktual olan probleminin təqdimi,Hamısı,e
87,Məlumatların göndərilməsi aşağıdakılardan hansı yollarla mümkündür?,Kompüter kanalları ilə,E-mail,Poçtla,Verilənlərin hər biri ilə,Faksla,d
88,Cümləni tamamlayın. Şəxsiyyət barədə məlumat dedikdə ..?,Şəxsiyyət haqqında sənədləşdirilmiş və açıq elan edilmiş xəbər başa düşülür,Heç biri aid deyil,Şəxsiyyət haqqında sənədləşdirilmiş və ya açıq elan edilməmiş xəbər başa düşülür,Şəxsiyyət haqqında sənədləşdirilməmiş və açıq elan edilməmiş xəbər başa düşülür,Şəxsiyyət haqqında sənədləşdirilməmiş və ya açıq elan edilmiş xəbər başa düşülür,a
89,Cümləni tamamlayın. Şəxsiyyət haqqında ..?,Sənədləşdirilməmiş xəbər şəxsiyyət barədə məlumata aiddir,Heç biri aid deyil,Sənədləşdirilmiş milli xəbər şəxsiyyət barədə məlumata aiddir,Sənədləşdirilmiş xəbər şəxsiyyət barədə məlumata aiddir,Sənədləşdirilməmiş  bəzi xəbər şəxsiyyət barədə məlumata aiddir,d
90,Mətbuatla münasibətdə çox mühüm amil hesab olunur?,Hamısı,Müvafiq məqamın və auditoriyanın seçilməsi,Səhvlərdən tam qaçmaq,Jurnalistlik təcrübəsinin olmaması,Mətbuatın ehtiyaclarına qayğı göstərmək,b
91,"Mətbuatla əlaqəyə məsul olan şəxs, hər şeydən əvvəl nə üçün gərəkdir ?",İnformasiyanın dərc olunması,İnsanların çaşdırılması,İnformasiyanın ehtiyaclarına fikr verməmək,Mətbuatın ehtiyaclarına qayğı göstərmək,Dərcin qarşısındakı vəzifə və öhdəliklərə göz yummaq,d
92,Müəssisənin bütöv PR proqramını uğurla yerinə yetirməsinə kömək göstərən başlıca amili aşağıdakılardan hansıdır?,Heç biri,İctimai qınağın təhlili yaranmış vəziyyətdən çıxış yollarının müəyyən edilərək rəhbərliyə bildirilməsi,Müəssisənin uğur qazanması üçün qarşıya qoyulmuş məqsədlərə nail olmaq üçün tədbirlər planının işlənib hazırlanması və yerinə yetiriləsi vacib məsələlərin həllinə nəzarət,"Mətbuatla əlaqəyə məsul şəxs təmsil etdiyi təşkilatın məqsəd və vəzifələrini də yaxşı bilməlidir ki, mətbuat üçün bəyanatlar və başqa lazımi yazılar vaxtında hazırlansın","İctimayətə açıq, tələblərin doğun irəli surulməsi",d
93,"Təşkilatın məqsəd və vəzifələrini də yaxşı bilməli, mətbuat üçün bəyanatlar və başqa lazımi yazılar vaxtında hazırlanmalı üzrə məsul şəxs?",Heç biri,Jurnalist,Menecer,İstehlakçı,Mətbuatla əlaqəyə məsul şəxs,e
94,Dövlət kütləvi informasiya vasitələrinin iqtisadi müstəqilliyinə ... ?,Bəzi hallarda təminat verir,Təminat vermir,Qanunla təminat vermir,Təminat verir,Ümumiyyətlə təminat vermir,d
95,Dövlət kütləvi informasiya vasitələri məhsullarının istehsalı və yayımı sahəsində inhisarçılıq fəaliyyətinin və haqsız rəqabətin qarşısını almaq üçün ... ?,Azərbaycan Respublikasının qanunvericiliyinə uyğun bəzi tədbirlər görür,Azərbaycan Respublikasının qanunvericiliyinə uyğun tədbirlər görür,Beynəlxalq hüquq normalarına uyğun bəzi tədbirlər görür,Azərbaycan Respublikasının qanunvericiliyinə uyğun tədbirlər görmür,Beynəlxalq hüquq normalarına uyğun tədbirlər görür,e
96,Azərbaycan Respublikasının qanunvericiliyi ilə qorunan sirləri yaymaq məqsədi ilə ...?,"Kütləvi informasiya vasitələrindən istifadə olunmasına müstəsna hallarda həm yol verilir, həm də yol yol verilmir",Kütləvi informasiya vasitələrindən istifadə olunmasına bəzi hallarda yol verilir,Kütləvi informasiya vasitələrindən istifadə olunmasına yol verilir,Kütləvi informasiya vasitələrindən istifadə olunmasına yol verilmir,Kütləvi informasiya vasitələrindən istifadə olunmasına bəzi hallarda yol verilmir,d
97,Dövlətin bütövlüyünə qəsd etmək məqsədi ilə ...?,Hamısı aiddir,"Kütləvi informasiya vasitələrindən istifadə olunmasına müstəsna hallarda həm yol verilir, həm də yol yol verilmir",Kütləvi informasiya vasitələrindən istifadə olunmasına bəzi hallarda yol verilmir,Kütləvi informasiya vasitələrindən istifadə olunmasına yol verilmir,Kütləvi informasiya vasitələrindən istifadə olunmasına yol verilir,d
98,İctimaiyyətlə əlaqələrdə əsas vasitələrdən biri nədir?,Sosial məsuliyyəti zəiflətmək,Şəxsi maraqları əsas götürmək,Məxfi məlumat bazası yaratmaq,Rəqiblərin fəaliyyətini izləmək,Media ilə düzgün kommunikasiya,e
99,Təşkilatların müsbət imic yaratmasının əsas yolu nədir?,Təşkilat daxili məlumatları gizlətmək,Yalnız özəl layihələrə fokuslanmaq,Məhsulun reklamını məhdudlaşdırmaq,Sosial məsuliyyəti təşviq etmək,Xarici əlaqələri zəiflətmək,d
100,İctimaiyyətlə əlaqələr işində hansı fəaliyyət növü istifadə olunur?,Reklam büdcəsinin artırılması,Rəqiblərin fəaliyyətinin gizlədilməsi,Şəxsi maraqların təmin olunması,Qeyri-demokratik qərarların qəbul edilməsi,Məlumatların təhlili və yayılması,e
101,Təşkilatların ictimaiyyətlə əlaqələrində hansı əsas problem ola bilər?,Məlumatları yaymaqdan imtina etmək,Reklam vasitələrinə həddindən artıq güvənmək,İşçilərlə məlumat paylaşmamaq,Cəmiyyətin maraqlarını düzgün təhlil edə bilməmək,Sosial medianı istifadə etməmək,d
102,İctimaiyyətlə əlaqələrdə əsas prinsip nədir?,İşçilərlə əlaqələri zəiflətmək,Reklam kampaniyalarını məhdudlaşdırmaq,Rəqibləri əsas məqsəd seçmək,Sosial məsuliyyəti təşviq etmək,Məhsulun tanıdılmasından imtina etmək,d
103,Mətbuat konfransı adətən nə qədər davam edir?,10 dəqiqə,4 saat,15 dəqiqə,30-60 dəqiqə,60-120 dəqiqə,d
104,İctimaiyyətlə əlaqələr işində şəffaflıq necə tətbiq olunur?,Xarici əlaqələrin tamamilə dayandırılması ilə,Şəxsi məlumatların gizlədilməsi ilə,Tək tərəfli kommunikasiya ilə,Açıq məlumatların paylaşılması ilə,Sosial məsuliyyətin azaldılması ilə,d
105,Planlama mərhələsi hansı sualları əhatə edir?,"""Kim məsuliyyət daşıyır?""","""Kim icra edəcək?""","""Nə zaman nəticə olacaq?""","""Nə etməliyik?"" və ""Necə etməliyik?""","""Nə qədər maliyyə tələb olunur?""",d
106,İctimaiyyətlə əlaqələrdə ən vacib vasitə hansıdır?,İctimai rəyi nəzərə almamaq,Təkcə sosial media üzərindən iş aparmaq,Rəqiblərə dair məlumatları gizlətmək,Düzgün və vaxtında məlumat ötürmək,Məxfi hesabatlar hazırlamaq,d
107,İctimaiyyətlə əlaqələrin prinsiplərinə əsasən şəffaflıq nə üçün lazımdır?,Rəqiblərin fəaliyyətini məhdudlaşdırmaq üçün,Cəmiyyətin təşkilata inamını gücləndirmək üçün,Təşkilat daxili qərarların yalnız qapalı qalması üçün,Maliyyə məlumatlarının gizlədilməsi üçün,İctimaiyyətin məlumatlardan kənar qalması üçün,b
108,İctimaiyyətlə əlaqələrdə əsas məqsədlərdən biri nədir?,Sosial əlaqələri azaltmaq,Reklamın artırılması,Rəyin müsbət istiqamətdə formalaşdırılması,Sadəcə daxili məsələlərə fokuslanmaq,Məlumatların məhdudlaşdırılması,c
109,Demokratik prinsiplərin ictimaiyyətlə əlaqələrə təsiri nədir?,Cəmiyyətin maraqlarının qorunmasını təmin etmək,Gizli məlumatların yayılmasını asanlaşdırmaq,Rəqibləri daha da zəiflətmək,Daxili nəzarəti artırmaq,Təşkilat daxilində problemləri gizlətmək,a
110,İctimaiyyətlə əlaqələr işinin prinsipləri arasında hansı yoxdur?,Rəqiblərlə sıx əməkdaşlıq,Şəffaflıq və obyektivlik,Təcrid olunma siyasəti,Sosial məsuliyyətsizlik,Tək tərəfli məlumat ötürmə,b
111,Mətbuat konfransında bütövlükdə informasiyaya görə məsuliyyət daşıyır ?,Menecer,Aparıcı,Ekspert,Nyusmeyker(newsmaker),Marketinq mütəxəssisi,d
112,Mətbuat konfransının aparılması qaydasına görə məsuliyyət daşıyır?,Marketinq mütəxəssisi,Aparıcı,Nyusmeyker,Ekspert,Menecer,b
113,Mətbuat konfransında informasiya dolğunluğu və zənginliyi üçün məsuliyyət daşıyır?,Heç kim,Jurnalistlər,Ekspert,Menecer,Nyusmeyker,c
114,Mətbuat konfransı 30 dəqiqədən az olarsa – adlanır?,Seminar,Simpoizum,Hamısı,Konqres,Ayaqüstü operativ brifinq,e
115,Şüurlu manipulyasiyalaşdırma verilənlərdən hansı birinə uyğundur?,Rüşvət almaqdan,Saxtakarlıqdan,"Rəqabətdən ,cəmiyyətdəki qaydalar üzrə aparılan sivil oyundan",Heç biri doğru deyildir,Qeyri-mükəmməl rəqabət,c
116,Manipulyasiyalaşdırma prosesi nə zaman qeyri-etik hesab olunur?,Bütün variantlar doğrudur,Əmtəə və xidmətlər arasında ayrı-seçkiliyə yol verilməsinə yönəlmiş olsun,İnformasiya istehlakçılarının birbaşa aldadılmasına yönəlmiş olsun,Şüuraltı instinktlərə təsir göstərilməsinə yönəlmiş olsun,Şəxslərin və təşkilatların təhqir olunmasına yönəlmiş olsun,a
117,Azərbaycan Respublikası Konstitusiyasına əsasən …?,"Qanunla müəyyən edilməmiş bəzi hallar istisna olmaqla, heç kəs onun etirazına asılı olmayaraq izlənilə bilməz, video və foto çəkilişinə, səs yazısına və digər bu cür hərəkətlərə məruz qoyula bilməz","Qanunla müəyyən edilmiş hallar istisna olmaqla, etirazına baxmadan izlənilə bilər, video və foto çəkilişinə, səs yazısına, yaxınlaşılmasına və digər bu cür hərəkətlərə məruz qoyula bilər","Qanunla müəyyən edilmiş heç bir hallarda video və foto çəkilişinə, səs yazısına və digər bu cür hərəkətlərə məruz qoyula bilməz","Qanunla müəyyən edilmiş hallar istisna olmaqla, heç kəs onun xəbəri olmadan və ya etirazına baxmadan izlənilə bilməz, video və foto çəkilişinə, səs yazısına və digər bu cür hərəkətlərə məruz qoyula bilməz","Qanunla müəyyən edilməmiş hallar istisna olmaqla, heç kəs onun xəbəri olmadan və ya etirazına baxmadan izlənilə bilməz, video və foto çəkilişinə, səs yazısına və digər bu cür hərəkətlərə məruz qoyula bilməz",d
118,Ünsiyyət mərhələsində əsas fəaliyyət nədir?,Yalnız təşkilat daxilində iş aparmaq,İşçilərlə görüşlər keçirmək,Reklam məhsullarını artırmaq,Mesajların hədəf auditoriyaya çatdırılması,Maliyyə göstəricilərini təhlil etmək,d
119,Qiymətləndirmə mərhələsində hansı göstərici əsasdır?,İşçilərin maaşı,Məhsulun satışı,Strategiyanın səmərəliliyi,Reklam xərcləri,Daxili iclasların sayı,c
120,Məlumat toplama mərhələsində istifadə olunan əsas metod nədir?,Reklam materiallarının yayımı,Araşdırma və sorğular,Təşkilat daxili iclaslar,Büdcə hesabatlarının analizi,Maliyyə göstəricilərinin artırılması,b
121,Planlaşdırma mərhələsində hansı addım vacibdir?,Maliyyə hesabatlarının açıqlanması,Reklam məhsullarının artırılması,Təşkilati problemlərin həlli,Prioritetlərin müəyyən edilməsi,İşçi heyətinin ixtisarı,d
122,Tətbiq mərhələsinin ən vacib xüsusiyyəti nədir?,Büdcənin dəyişdirilməsi,Reklam materiallarının saxlanılması,Resursların düzgün istifadə edilməsi,İşçilərin yenidən təlimi,Yalnız media ilə əlaqə qurmaq,c
123,Ünsiyyətin planlanması mərhələsində əsas fəaliyyət nədir?,Yeni məhsulun təqdimatı,İşçilərin məlumatlandırılması,Mesajların effektiv şəkildə hazırlanması,Reklam strategiyalarının hazırlanması,Təşkilati iclasların keçirilməsi,c
124,Kommunikasiya prosesində kanallar,"İnformasiya yayım vasitələri, müraciəti ğöndəricidən qəbul edən və əks tərəfə ötürən vasitədir",Yerüstü reklam şitləridir,Heç biri,Qəzet və jurnallardır,Reklamların yayım vasitələridir,e
125,Kommunikasiya prosesində nəticə,Kommunikasiya prosesində addımlar,Müraciətin qəbul edənə təsiridir,Müraciətin qəbul edəndə formalaşdırdığı rəydir,Kommunikasiya prosesində son gəlinim nöqtəsi,Müraciətin qəbul edən tərəfdə yaratdığı effektdir,d
126,Kommunikasiya prosesində əks əlaqə,İnformasiya yayım vasitəsidir,Göndəricinin qəbul edən tərəfdən məlumatları əldə etmə vasitəsidir,Birbaşa marketinqin həyata keçirilməsi prosesidir,Birbaşa marketinqin həyata keçirilməsi prosesidir,Reklam yayımı vasitəsidir,b
127,Kommunikasiya prosesində şifraçma,Qəbul edənin əldə etdiyi məlumatları təhlil etməsi prosesidir,Məlumatların əldə edilməsi prosesidir,Məlumatların qiymətləndirilməsi prosesidir,Qəbul edənin müraciətlə tanış olması prosesidir,Göndəricinin ötürdüyü məlumatlara qəbul edən tərəfin məna vermə prosesidir,e
128,Kommunikasiya əlaqələri sistemindədir,Kütləvi informasiya vasitələri,Qəzet və jurnallar,Birbaşa poçt göndərişləri,Daxili əlaqələr sistemi,İnternet,d
129,İctimaiyyətlə əlaqələrdə hansı mərhələ nəticələrə əsaslanaraq düzəlişlərin aparılmasını nəzərdə tutur?,Reklam mərhələsi,Məlumat toplama mərhələsi,Ünsiyyət mərhələsi,Qiymətləndirmə mərhələsi,Planlaşdırma mərhələsi,d
130,İctimaiyyətlə əlaqələr işində tətbiq mərhələsi nə ilə bağlıdır?,Büdcə analizlərinin hazırlanması ilə,Əvvəlcədən hazırlanan planın həyata keçirilməsi ilə,Yeni strategiyaların hazırlanması ilə,Yalnız işçilərlə görüşlər keçirməklə,Reklam məhsullarını artırmaqla,b
131,Məlumat toplama mərhələsində hansı sual əsasdır?,"""Nə zaman başa çatır?""","""Kim qərar qəbul edir?""","""Kim layihəni icra edir?""","""İctimaiyyətin fikri nədir?""","""Nə qədər büdcə lazımdır?""",d
132,Qiymətləndirmə mərhələsində nəticələrin ölçülməsi hansı məqsədə xidmət edir?,Yeni məhsul istehsalını dayandırmaq üçün,İşçiləri kütləvi ixtisar etmək üçün,Maliyyə planını dəyişmək üçün,Reklamları azaltmaq üçün,Strategiyanın səmərəliliyini artırmaq üçün,e
133,Azərbaycan Respublikası Konstitusiyasına əsasən …?,Öz razılığı olmadan kimsənin şəxsi həyatı haqqında məlumatın toplanılmasına bəzi hallarda yol verilmir,Öz razılığı olmadan kimsənin şəxsi həyatı haqqında məlumatın toplanılmasına dair norma qanunla tənzimlənmir,Öz razılığı olmadan kimsənin şəxsi həyatı haqqında məlumatın toplanılmasına yol verilir,Öz razılığı olmadan kimsənin şəxsi həyatı haqqında məlumatın toplanılmasına yol verilmir,Öz razılığı olmadan kimsənin şəxsi həyatı haqqında məlumatın toplanılmasına bəzi hallarda yol verilir,d
134,"İctimai rəyi və davranışı müəyyən siyasi, yaxud ictimai qurumların istədiyi istiqamətə yönəltmək üçün onlara təsiretmə prosesi adlanır?",Optimallaşdırma,Mövqeləndirmə,Seqmentləşdirmə,Manipulyasiyalaşdırma,Hədəf strategiyası,d
135,«Şüurlu manipulyasiyalaşdırma» cəmiyyətdəki qaydalar üzrə aparılan sivil oyundan ibarətdir. Belə «oyun» zamanı informasiyanın istehlakçıya optimal təsir göstərməsi üçün bir sıra «fənd»lərdən istifadə olunur.Aşağıdakılardan hansı bu fəndlərə uyğun deyildir?,Susma,Yerdəyişmə,Nüfuzlu vasitəçi cəlb olunmas,Gizli saxlamaq,Sitatlar seçimi,d
136,Manipulyasiyalaşdırma – nədir?,Hamısı,İctimai davranışın prioritet istiqamətlərinin çevikliyinə maneə torədən amillər məcmusudur,İctimai rəyin formalaşmasında qarşıya çıxa biləcək əngəllər toplusudur,Davranışların baş verə biləcək proseslərə uyğun yönəldilməsi üçün tədqiqat prosesidir,"İctimai rəyi və davranışı müəyyən siyasi, yaxud ictimai qurumların istədiyi istiqamətə yönəltmək üçün onlara (ictimai rəyə və davranışa) təsiretmə prosesidir",e
137,Kütləvi informasiya vasitələri haqqında Azərbaycan Respublikasının Qanunu nə vaxt qəbul edilibdir?,17 dekabr 1999-cu ildə,Doğru cavab yoxdur,1 yanvar 1997-ci ildə,1 yanvar 1996-cı ildə,7 dekabr 1999-cu ildə,e
138,Kütləvi informasiya vasitələri haqqında Azərbaycan Respublikasının Qanunu hansı prezident tərəfindən imzalanıbdır?,Ayaz Mütəlibov,Doğru cavab yoxdur,Əbülfəz Elçibəy,Heydər Əliyev,İlham Əliyev,d
139,"Kütləvi informasiya vasitələri cəmiyyətdəki iqtisadi, siyasi, ictimai və sosial durum haqqında, dövlət orqanlarının, bələdiyyələrin, idarə, müəssisə və təşkilatların, ictimai birliklərin, siyasi partiyaların, vəzifəli şəxslərin fəaliyyəti barədə …?",Operativ və doğru-dürüst məlumatlar almaq hüququna malik deyilər,Operativ və doğru-dürüst məlumatlar almaq azadlığına malikdirlər,Operativ və doğru-dürüst məlumatlar almaq hüququna və azadlığına malikdirlər,Operativ və doğru-dürüst məlumatlar almaq azadlığına malik deyilər,Operativ və doğru-dürüst məlumatlar almaq hüququna malikdirlər,e
140,Mətbuatla əlaqəyə məsul şəxsin qarşısında duran vəzifələrə uyğun deyildir?,Mətbuatın sorğularını cavablandırmaq,"Mətbuat, televiziya və radionun çıxışlarına əhəmiyyət verməmək","Mətbuat, televiziya və radionun çıxışlarını izləmək, nəticələri dəyərləndirmək, lazım gələndə bəyanatlardakı səhvləri təshih etmək üçün tədbirlər görmək, yaxud müvafiq təkziblərlə çıxış etmək",Kompleks informasiya xidmətləri göstərmək,Gələcəkdə məqalə və digər materiallar yazılmaq üçün mətbuatı materiala təmin etmək,b
141,İctimaiyyətlə əlaqələrdə hansı mərhələ resursların təhlilini tələb edir?,Tətbiq mərhələsi,Qiymətləndirmə mərhələsi,Yalnız nəticələrin açıqlanması,Planlaşdırma mərhələsi,Məlumat toplama mərhələsi,d
142,İctimaiyyətlə əlaqələr işində əsas planlaşdırma sənədi nə adlanır?,Reklam siyahısı,Məhsul təsviri,Təşkilat şəbəkəsi,Kommunikasiya strategiyası,Maliyyə planı,d
143,İctimaiyyətlə əlaqələrdə tətbiq mərhələsində əsas məqsəd nədir?,Yeni layihələrin başlaması,Şirkət daxili dəyişikliklər,İşçilərin yenidən təlimi,Planın icrasını təmin etmək,Reklam büdcəsinin müəyyən edilməsi,d
144,İctimaiyyətlə əlaqələr işində hansı mərhələ hərəkətə keçməyi əhatə edir?,Məlumat toplama mərhələsi,Reklam hazırlığı,Strategiya planlama mərhələsi,Tətbiq mərhələsi,Qiymətləndirmə mərhələsi,d
145,Sosial müdafiə fondlarının  yığılmasında regionun iştirakı hansı yolla baş verir?,müəssisələrin xüsusi vəsaiti,sosial müdafiə fondu,məcburi sığorta və sosial vergilər,əhali gəlirləri,sahibkarlıqdan gələn gəlirlər,c
146,Cəmiyyətə xidmət sahəsi özündə hansı xidmət sahələrini birləşdirir?,əhali gəlirləri,makroiqtisadi göstəriilər,aqrar münasibətlər,istehsal amillər,ictimai idarəetmə təşkilatları,e
147,Xidmət sahəsinin milli iqtisadiyyatın inkişafında oynadığı rola görə necə təsnifləşdirilməsi?,aqrar,istehsal,cəmiyyətə xidmət sahəsi,sənaye,bazara xidmət sahəsi,c
148,Dünya ölkələrinin təcrübəsində bütün ictimai istehsal neçə sahəyə bölünür?,dörd,yeddi,beş,iki,üç,e
149,Qeyri maddi xidmətlər maddi xidmətlərdən nə  ilə fərqlənir?,keyfiyyət,kəmiyyəti,fəaliyyət forması,çoxnövlülüyü,rəngarəngliyi,c
150,Xidmətin mahiyyətini başa düşmək üçün onu neçə növə bölmək lazımdır?,üç,altı,beş,iki,dörd,d
151,"Maşın-şou proqramının transilyasiyası zamanı proqramın aparıcısı onun kostyumunun Eminente firması tərəfindən tikildiyini tez-tez ela nedir. Bu, marketinq kommunikasiyasının aşağıdakı formasına aiddir",reklama,heç biri,mövqeyləşmə,ictimaiyyətlə əlaqəyə,reklam yayımı vasitələrinə,d
152,"ATv-in Xəbərçi proqramının efirə verilməsi zamanı ekranda Omeqa saatı vasitəsi ilə vaxt göstərilir. Bu, həmin saatın",reklam kampaniyasıdır,satışının həvəsləndirilməsi tədbiridir,telebirja vasitəsi ilə satışının təşkilidir,onun mövqeləşdirilməsidir,ictimaiyyətlə əlaqəsinin təşkilidir,e
153,Kimin adından verilməsinə görə reklamın növlərinə aiddir,Rəqiblər tərəfindən verilən reklam,Satıcılar tərəfindən verilən reklam,Alıcılar tərəfindən verilən reklam,Müştərilər adından verilən reklam,"Hökümət, ictimai təşkilatlar və qruplar adından verilən reklam",e
154,Bu marketinqin kommunikasiya sistemi üzrə mütəxəssisləri düşündürür,Satışın həvəsləndirilməsinin hansı metodlarından istifadə etmək daha sərfəlidir,Reklamın yayım vasitələrinin hansına üstünlük vermək lazımdır,"Əmtəənin irılilədilməsi zamanı marketinqin, reklamın və yaxud ictimaiyyətlə əlaqənin hansına daha çox üstünlük vermək lazımdır",Təbliğatı hansı qaydada həyata keçirmək lazımdır,İstehlakçıların sayını necə artırmaq olar,c
155,Mətbuat konfransında jurnalistlərin iştirakı limiti vardır?,Hamısı aiddir,Heç biri,Limit vardır,Limitlər təyin edilir,Limit yoxdur,e
156,Press-relizlərin ləngimədən yayılması üçün gərəklidir,daimi olaraq satınalmaları təmin edənləri hazırlamaq tələb olunur,Heç biri,daim material göndərmələrin siyahısını aparmaq tələb olunur,daim material göndərmələri təmin edənləri hazırlamaq tələb olunur,daim material alanların siyahısını aparmaq və tez-tez təzələmək tələb olunur,e
157,Cəmiyyətin inamını qazanmaq üçün hansı prinsip vacibdir?,Xarici əlaqələrin məhdudlaşdırılması,İşçilər arasında fərqliliklərin gücləndirilməsi,Məxfi əlaqələrin artırılması,Yalnız iqtisadi göstəricilərin yüksəldilməsi,Şəffaflıq və demokratik yanaşma,e
158,İctimaiyyətlə əlaqələr işində şəffaflıq nə ilə əlaqələndirilir?,Məxfi məlumatların saxlanılması ilə,Xarici əlaqələrin məhdudlaşdırılması ilə,Etimadın artırılması ilə,Yalnız təşkilatdaxili problemlərin həlli ilə,Maliyyə hesabatlarının gizlədilməsi ilə,c
159,PR ın əsas prinsiplərindən biri hansıdır?,Sadəcə təşkilat daxilində işçilərin fikirlərini dinləmək,Cəmiyyətin maraqlarını nəzərə almaq,Rəqibləri kənarlaşdırmaq,Sosial məsuliyyəti məhdudlaşdırmaq,Təkcə iqtisadi məqsədlərə çatmaq,b
160,İctimaiyyətlə əlaqələrdə demokratik prinsiplər nəyi təmin edir?,Şirkət daxilində qapalı sistemi,Yalnız rəqiblərə qarşı strategiyanı,Şəxsi maraqların üstün tutulmasını,Məlumatların məhdudlaşdırılmasını,Fəaliyyətlərin şəffaflığını və cəmiyyətlə əlaqəni,e
161,Şəffaflıq prinsipi ictimaiyyətlə əlaqələrdə necə tətbiq olunur?,Məlumatların məhdudlaşdırılması ilə,Rəqibləri ictimaiyyətdən gizlətməklə,Yalnız özəl informasiyaları paylaşmaqla,Fəaliyyətlərin qapalı qalmasını təmin etməklə,Təşkilat haqqında dəqiq və vaxtında məlumatların təmin edilməsi ilə,e
162,İctimaiyyətlə əlaqələr işində məlumat toplama prosesinin əsas məqsədi nədir?,Təşkilatın sirrini qorumaq,Düzgün strategiya qurmaq üçün məlumat bazası yaratmaq,Məlumatı yalnız daxili istifadəyə yönəltmək,Reklam planını məhdudlaşdırmaq,Məxfi məlumatların ictimailəşdirilməsi,b
163,İctimai ələqələrin vətəni hansı ölkə hesab edilir?,İtaliya,ABŞ,Fransa,Almaniya,İngiltərə,b
164,İctimaiyyətlə əlaqələr işində əsas problemlərdən biri hansıdır?,Qeyri-rəsmi məlumat mənbələrinin artırılması,İşçilərin sayının azaldılması,Reklam büdcəsinin artırılması,İctimai rəyi düzgün istiqamətləndirməkdə çətinliklər,Ənənəvi idarəetmə üsullarına daha çox üstünlük verilməsi,d
165,İctimaiyyətlə əlaqələr işində hansı əsas vasitələr istifadə olunur?,Məxfi agentlər və gizli məlumatlar,"Media, sosial platformalar və ictimai tədbirlər",Yalnız internet saytları,Daxili e-poçt şəbəkələri,Reklam lövhələri və müştərilərdən uzaq durmaq,b
166,İctimaiyyətlə əlaqələrdə şəffaflığın təmin olunması nə ilə əlaqələndirilir?,Məxfi məlumatların yayılması,Xalqın şirkətlə bağlı xəbərləri məhdudlaşdırmaq,Yalnız daxili əməliyyatlara diqqət yetirmək,Xalqın şirkətə etimadını artırmaq,Rəqiblərin fəaliyyətini gizli şəkildə izləmək,d
167,İctimaiyyətlə əlaqələrdə ikimərhələli funksiyalara nə daxildir?,Rəhbərliklə işçilər arasında əlaqəni zəiflətmək,Təşkilatı yalnız daxili məsələlərə yönəltmək,Təkcə məlumat yayımlamaq,Fəaliyyətin qapalı qalmasını təmin etmək,Məlumat toplamaq və ictimai rəyi formalaşdırmaq,e
168,İctimaiyyətlə əlaqələr işinin xüsusiyyətlərindən biri hansıdır?,Məxfilik prinsipini gücləndirmək,Fəaliyyətin şəffaflığını təmin etmək,Şirkətin daxili məsələlərinə fokuslanmaq,Əsasən məhsulun satışını artırmaq,Kütləvi təsiri azaltmaq,b
169,İctimaiyyətlə əlaqələr işində demokratik prinsiplərin əsas təsiri nədir?,Qeyri-rəsmi mənbələrdən istifadə etmək,Rəqibləri daha az nəzərə almaq,Təşkilatın hüquqi məsuliyyətini azaltmaq,Xalqla əlaqələrin tamamilə minimuma endirilməsi,Şirkət və ya müəssisənin imicinin qorunmasına şərait yaratmaq,e
170,İctimaiyyətlə əlaqələrinin yaradllmasında nəzərə alınan prinsiplərə aiddir:,Heç biri aid deyil,İnformasiyanın əlyetərliliyi və hər kəsə acıq olması,İctimaiyyətlə əlaqələrin qurulmasında cəmiyyətin maraqlarından çıxış etmək,Qarşılıqlı əlaqələrin səmərəliliyi,Münasibətlərin formalaşmasında etik normalara əməl olunmaması,b
171,İctimaiyyətlə əlaqələr üzrə fəaliyyətin qarşısındakı vəzifələrə aid deyildir:,Hökümət təşkilatları ilə əlaqələrin yaradılması,Daxili və xarici əlaqələr üzrə fəaliyyətin həyata keçirilməsi,Alıcılarla birbaşa əlaqələrin yaradılması yolu iləsatışın həyata keçirilməsi,Cəmiyyət qrupları ilə görüşlərin keçirilməsi,Arzu olunmaz şayələrin və məlumatların yayılmasının qarşısının alınması,c
