question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
114,ARP poisoning hücumunda nə baş verir?,"Heç biri","Saxta DHCP server yaradaraq istifadəçiləri yönləndirmək","Lokal şəbəkədə IP və MAC ünvanlarının manipulyasiyası ilə trafik ələ keçirilir","Parollar dəyişdirilir","Server söndürülür",c
115,MITM hücumunun qarşısını almaq üçün hansı tədbir tövsiyə olunur?,"Heç biri","Switch konfiqurasiyası","Şifrələmə (TLS/SSL) və VPN istifadə etmək","Firewall söndürmək","Yalnız antivirus",c
116,IDS və IPS sistemi birləşdirildikdə nə əldə olunur?,"Heç biri","Firewall funksiyası","Aşkarlama və dərhal müdaxilə imkanı","Yalnız aşkarlama","Yalnız bloklama",c
117,VLAN hopping nədir?,"Heç biri","Router konfiqurasiyası","Hücumçunun VLAN-lar arasında icazəsiz keçid etməsi","Parolların gücləndirilməsi","Switch sürətinin artırılması",c
118,DoS və DDoS hücumlarının fərqi nədir?,"Heç biri","Hər ikisi yalnız firewall-a təsir edir","DoS bir qaynaqdan, DDoS isə çoxlu qaynaqlardan edilir","DoS daha sürətlidir","Parolları şifrələyir",c
119,Network segmentation təhlükəsizlik üçün niyə vacibdir?,"Heç biri","Routeri sürətləndirir","Hücum səthini azaldır və daxili şəbəkə təhlükəsizliyini artırır","Yalnız kabeli qoruyur","Parolları şifrələyir",c
120,IPS sistemi zərərli trafiki necə aşkar edir?,"Heç biri","Kabel uzunluğunu ölçür","İmza və davranış əsaslı analiz ilə","Yalnız firewall qaydalarına baxır","Parol siyahısını yoxlayır",c
121,SSL VPN vs IPSec VPN fərqi nədir?,"Hər ikisi eyni","Heç biri","SSL tətbiq səviyyəsində, IPSec şəbəkə səviyyəsində işləyir","Heç biri şifrələmə etmir","SSL daha zəifdir həmişə",c
122,Switch port security ilə hansı hücumun qarşısını almaq mümkündür?,"Heç biri","VPN bypass","MAC spoofing","DoS","DNS poisoning",c
123,NAC nə üçün vacibdir?,"Heç biri","Router konfiqurasiyası","Şəbəkəyə qoşulan cihazların təhlükəsizlik vəziyyətini yoxlayır","Yalnız firewall","Antivirus",c
124,Şəbəkə təhlükəsizliyində ən yaxşı praktika hansıdır?,"Heç biri","Switch sürətini artırmaq","Çoxlaylı (Multi-layer) təhlükəsizlik","Yalnız firewall","Yalnız antivirus",c
125,DoS və DDoS hücumuna qarşı müdafiə üsullarına nümunə hansıdır?,"Heç biri","Switch port security","Load balancing, rate limiting, firewall qaydaları və DDoS qoruyucular","Parol dəyişmək","Antivirus quraşdırmaq",c
126,Windows sistemlərində ən çox rast gəlinən təhlükə hansıdır?,"Heç biri","Switch konfiqurasiyası","Malware və viruslar","Fiziki kabel qırılması","Router problemləri",c
127,Linux sistemlərinin əsas təhlükəsi hansıdır?,"Heç biri","Parol gücləndirmə","Konfiqurasiya səhvləri və zərərli skriptlər","Şəbəkə sürəti","Parol gücləndirmə",c
128,Patch management nə üçündür?,"Heç biri","Switch sürətini artırmaq","Sistemi yeniləmək və təhlükəsizlik zəifliklərini aradan qaldırmaq","Firewall konfiqurasiyası","Antivirus quraşdırmaq",c
129,Güclü parol üçün əsas tələblər hansılardır?,"Uzunluq","Yalnız böyük hərflər və kiçik hərflər","Uzunluq, böyük və kiçik hərflər, rəqəmlər, simvollar","Yalnız rəqəmlər","Yalnız kiçik hərflər, rəqəmlər",c
130,MFA (Multi-Factor Authentication) nə üçündür?,"Heç biri","Routeri sürətləndirir","İstifadəçinin identifikasiyasını daha təhlükəsiz etmək","Yalnız parolu yoxlayır","Switch konfiqurasiyası",c
131,DAC nədir?,"Məcburi Girişə Nəzarət","Atributlara Əsaslanan Girişə Nəzarət","İxtiyari Girişə Nəzarət","Kontent Əsaslı Girişə Nəzarət","Rol əsaslı giriş nəzarəti",c
132,MAC nədir?,"Atributlara Əsaslanan Girişə Nəzarət","Rol əsaslı giriş nəzarəti","Məcburi Girişə Nəzarət","İxtiyari Girişə Nəzarət","Kontent Əsaslı Girişə Nəzarət",c
133,RBAC nəyi təmin edir?,"Atributlara Əsaslanan Girişə Nəzarət","Məcburi Girişə Nəzarət","Kontent Əsaslı Girişə Nəzarət","İxtiyari Girişə Nəzarət","Rol Əsaslı Giriş Nəzarəti",e
134,ABAC nə deməkdir?,"İxtiyari Girişə Nəzarət","Kontent Əsaslı Girişə Nəzarət","Məcburi Girişə Nəzarət","Rol Əsaslı Giriş Nəzarəti","Atributlara Əsaslanan Girişə Nəzarət",e
135,Windows hardening əsas addımlarına nümunə hansıdır?,"Switch sürətini artırmaq","Parolu default saxlamaq","Firewall söndürmək","Heç biri","Lazımsız servisləri söndürmək və portları bağlamaq",e
136,Linux hardening nə üçün istifadə olunur?,"Sistemi mümkün qədər təhlükəsiz etmək üçün","Heç biri","Kabel sürətini artırmaq","Firewall söndürmək","Parolu gücləndirmək",a
137,Antivirus sistemi necə işləyir?,"Lazımsız servisləri söndürmək və portları bağlamaq","Routeri konfiqurasiya edir","Virus və malware aşkarlayır və onları bloklayır","Yalnız firewall qaydalarını yoxlayır","Switch sürətini artırır",c
138,Quick scan nədir?,"Bütün sistem və faylları yoxlayır","Parol siyasəti","Tez skan, əsas faylları yoxlayır","Tam sistem skan","Router konfiqurasiyası",c
139,Full scan nədir?,"Tez skan, əsas faylları yoxlayır","Firewall","Bütün sistem və faylları yoxlayır","Yalnız əsas faylları","Switch sürəti",c
140,Davranış əsaslı aşkarlama nədir?,"Heç biri","Parol dəyişir","Şübhəli davranışları analiz edir və hücumu aşkarlayır","Yalnız imzalarla işləyir","Router konfiqurasiyası",c
141,OWASP Top 10 nədir?,"HTTP, FTP və digər protokolların analizini həyata keçirir","Parol siyasəti","Ən çox rast gəlinən veb tətbiq zəiflikləri siyahısı","Firewall siyahısı","Switch port siyahısı",c
142,SQL Injection nədir?,"Veb tətbiqə zərərli skriptlərin yerləşdirilməsi","Firewall konfiqurasiyası","Tətbiqin verilənlər bazasına zərərli sorğu göndərilməsi","Switch hücumu","İstifadəçinin icazəsi olmadan əməliyyatın icrası",c
143,XSS hücumu nədir?,"Tətbiqin verilənlər bazasına zərərli sorğu göndərilməsi","Router hücumu","Veb tətbiqə zərərli skriptlərin yerləşdirilməsi","İstifadəçinin icazəsi olmadan əməliyyatın icrası","Switch hücumu",c
144,CSRF nədir?,"Veb tətbiqə zərərli skriptlərin yerləşdirilməsi","Switch hücumu","İstifadəçinin icazəsi olmadan əməliyyatın icrası","SQL Injection","Tətbiqin verilənlər bazasına zərərli sorğu göndərilməsi",c
145,Proqram təminatında şifrələmə problemi nədir?,"Veb tətbiqə zərərli skriptlərin yerləşdirilməsi","CSRF","Məlumatların zəif şifrələnməsi və ya açıq saxlanması","SQL Injection","XSS",c
146,Input validation nə üçündür?,"Heç biri","Switch sürətini artırmaq","İstifadəçi girişlərinin düzgün və təhlükəsiz olmasını yoxlamaq","SQL Injection yaratmaq","Firewall söndürmək",c
147,Error handling nəyi təmin edir?,"Veb tətbiqə zərərli skriptlərin yerləşdirilməsi","Router sürəti","Xətaların düzgün idarə olunması və məlumat sızmasının qarşısını almağı","İstifadəçi girişlərinin düzgün və təhlükəsiz olmasını yoxlamaq","Switch port security",c
148,Kod nümunələrində təhlükəsizlik prinsipi hansıdır?,"Heç biri","Switch sürətini artırmaq","Mənbə kodunun girişləri yoxlanmalı və xətalar idarə edilməlidir","Parol saxlamaq","Router konfiqurasiyası",c
149,Sistem və proqram təminatında təhlükəsizlik nə üçündür?,"Lazımsız servislərin söndürülməsi, portların bağlanması və yenilənmələr","Switch sürətini artırmaq","Məlumatın məxfilik, bütövlük və mövcudluğunu qorumaq","Xətaların düzgün idare olunması və məlumat sızmasının qarşısını almaq","Antivirus quraşdırmaq",c
150,Sistem hardening nəyi əhatə edir?,"Xətaların düzgün idarə olunması və məlumat sızmasının qarşısını almaq","Parol dəyişməsi","Sistemi təhlükəsizlik standartlarına uyğunlaşdırmaq və hücum səthini minimuma endirmək","Yalnız antivirusun yenilənməsi","Şəbəkə sürətinin artırılması",c
151,Windows sistemlerinde patch management olmadan ne baş vere biler?,"Hesabların asanlıqla ele keçmesi","Antivirus aktiv olur","Zəifliklər hücumçular tərəfindən istifadə oluna bilər","Switch sürəti artır","Firewall güclənir",c
152,Güclü parol istifadə etməməyin riski nədir?,"Zəifliklər hücumçular tərəfindən istifadə oluna bilər","VPN tuneli zədələnir","Hesabların asanlıqla ələ keçməsi","Switch sürətinin azalması","Firewall söndürülməsi",c
153,MFA istifadə etməməyin təhlükəsi nədir?,"İstifadəçi səhvən icazə verə bilər","Parol dəyişir","Bir faktorlu parolun oğurlanması ilə giriş mümkün olur","Switch sürəti artır","Firewall daha güclü olur",c
154,DAC sistemində hansı zəiflik ola bilər?,"Heç biri","Router sürəti azalır","İstifadəçi səhvən icazə verə bilər","Switch port təhlükəsizliyi","VPN bloklanır",c
155,MAC əsaslı nəzarətdə hansı problem ola bilər?,"SQL Injection baş verir","MAC spoofing ilə giriş əldə edilə bilər","XSS hücumu","CSRF baş verir","Heç biri",b
156,RBAC sistemində düzgün rol təyini nəyə imkan verir?,"İstifadəçi səhvən icazə verə bilər","Firewall söndürür","Switch sürətini artırır","İstifadəçinin yalnız lazımi resursa girişi","Resurslara atributlar əsasında giriş nəzarəti",d
157,ABAC sistemi nə üçün istifadə olunur?,"Switch port security","SQL Injection qarşısı","Firewall söndürmək","İstifadəçi səhvən icazə verə bilər","Resurslara atributlar əsasında giriş nəzarəti",e
158,Sistem hardening-in əsas məqsədi nədir?,"Sistemi mümkün qədər təhlükəsiz etmək","Parolu dəyişmək","Switch sürətini artırmaq","Heç biri","Router söndürmək",a
159,Windows hardening-də hansı addım vacibdir?,"Heç biri","XSS","SQL Injection","Switch port konfigurasiyası","Lazımsız servisləri söndürmək",e
160,Linux hardening-də hansı addım əsasdır?,"Heç biri","Firewall söndürmək","Switch sürəti","Parol dəyişmək","Zəif servisləri deaktiv etmək və yeniləmələri tətbiq etmək",e
161,Antivirus sistemlərinin davranış əsaslı aşkarlaması nə edir?,"Heç biri","Router konfigurasiyası","Switch port security","Yalnız imza əsasında","Şübhəli davranışları analiz edir",e
162,Quick scan və Full scan arasındakı fərq nədir?,"Quick scan əsas faylları, Full scan bütün sistemi yoxlayır","Quick scan bütün sistemi, Full scan əsas faylları","Full scan bütün sistemi yoxlayır","Hər ikisi eyni","Heç biri",a
163,OWASP TOP 10 siyahısına aid nümunə hansıdır?,"Port Scanning, SYN Scan","MAC Flooding, CAM Table Attack","SQL Injection, XSS, CSRF","ARP Spoofing, DHCP Snooping Attack","DNS Poisoning, Cache Poisoning",c
164,SQL Injection qarşısını almaq üçün nə etməli?,"CAPTCHA tətbiq etmək, login limitləri qoymaq","Rate limiting, brute-force hücumlarına qarşı müdafiə","Input validation və parametrik sorğular istifadə etmək","WAF ilə HTTP trafikinə filter tətbiq etmək, IP reputation yoxlaması","IDS-də imza əsaslı qaydalar tətbiq etmək",c
165,XSS hücumundan qorunmaq üçün nə etməli?,"SQL sorğularını parametrik etmək, input validation","Clickjacking qarşısı üçün X-Frame-Options istifadə etmək","İstifadəçi girişlərini düzgün şifrələmək və sanitize etmək","CSRF tokenlər tətbiq etmək, session qorunması","Password policy tətbiq etmək, MFA aktivləşdirmək",c
166,CSRF hücumundan qorunma üsulu hansıdır?,"HTTPS istifadə etmək, trafiki şifrələmək","Session timeout artırmaq, parol dəyişmə siyasəti","Token-lardan istifadə etmək","CORS qaydalarını sərtləşdirmək, domain-ləri məhdudlaşdırmaq","Cookie-lərdə Secure və HttpOnly bayraqlarını qoymaq",c
167,Proqram təminatında zəif şifrələmə riski nədir?,"Brute-force hücumları ilə şifrələrin qırılması","Şəbəkədə paket sniffer ilə məlumat ələ keçirmə","Məlumatların oğurlanması və sızması","SSL sertifikatlarının köhnəlməsi, TLS zəif konfigurasiyası","Keylogger və ya malware hücumları",c
168,Input validation nə üçün vacibdir?,"Yanlış autentifikasiya və yetkiləndirmə riskini yaratmaq","Cross-site forgery və CSRF risklərini artırmaq","Hücumların qarşısını almaq və sistemin təhlükəsizliyini artırmaq","SQL Injection və XSS hücumlarını mümkün etmək","Cookie və session oğurluğunu artırmaq",c
169,Error handling nəyi təmin edir?,"Yanlış girişlərlə sistemin iflic olması","Stack trace-lərin istismara açıq qalması","Xətaların düzgün idarə olunması və məlumat sızmasının qarşısı","Debug məlumatlarının açıq göstərilməsi və istismar imkanları","Sistem loglarının manipulyasiya olunması",c
170,Kod nümunələrində təhlükəsizlik prinsipi hansıdır?,"Debug məlumatlarını prod mühitdə göstərmək","İstifadəçi girişlərini yoxlamadan işlətmək","Mənbə kodu təhlükəsiz olmalı, girişlər yoxlanmalı və xətalar idarə edilməlidir","Kodda hard-coded parolların saxlanması","SQL sorğularını birbaşa concatenate etmək",c
171,Sistem və proqram təminatında təhlükəsizlik məqsədi nədir?,"Yanlış autentifikasiya və icazasız giriş riskini artırmaq","Şəbəkə trafikini şifrələməmək və məlumat sızmasına imkan vermək","Məlumatın məxfilik, bütövlük və mövcudluğunu qorumaq","Antivirus proqramını silmək və firewall söndürmək","Yalnız parolları qorumaq, digər təhlükələri gözardı etmək",c
172,Sistem hardening-də portların bağlanması niyə vacibdir?,"Heç biri","Parol dəyişmək","Hücum səthini azaltmaq","Switch sürətini artırmaq","Router konfigurasiyası",c
173,Lazımsız servislərin söndürülməsi hansı təhlükəsizliyi artırır?,"Heç biri","Router sürəti","Hücum səthi təhlükəsizliyi","Switch port security","Firewall güclənir",c
174,Quick scan hansı hallarda istifadə olunur?,"Proseslərin davranış modellərinin uzunmüddətli müşahidəsi və bütün xidmətlərin təhlil edilməsi üçün","Şəbəkə üzərindən gələn trafikin real vaxtda monitorinqi və bütün portların aktiv təhlükəsizlik analizi üçün","Sistemdə ən çox istifadə olunan və tez-tez dəyişən əsas faylların sürətli şəkildə təhlükəsizlik baxımından yoxlanması üçün","Sistemdəki bütün partition-ların dərin səviyyədə analiz edilməsi və arxiv fayllarının tam skan olunması üçün","Antivirus tərəfindən bütün fayl sisteminin sektor səviyyəsində yoxlanması və hər bir blokun analizi üçün",c
175,Full scan nə üçün vacibdir?,"Şəbəkə trafikinin monitorinqini apararaq istifadəçi davranışını modelləşdirmək üçün","Sistemdə cari işləyən proseslərin RAM istifadəsini optimallaşdırmaq məqsədilə","Sistemin bütün fayllarını, o cümlədən gizli və arxivləşdirilmiş bölmələri təfərrüatlı şəkildə yoxlayaraq zərərli proqramların aşkar edilməsini təmin etdiyi üçün","Yalnız son istifadəçinin iş masasında olan faylların səthi skan olunması üçün","Antivirus imzalarının yenilənməsi zamanı dəyişən kiçik faylları avtomatik taramağa imkan verdiyi üçün",c
176,Antivirus davranış əsaslı aşkarlamanı hansı halda istifadə edir?,"İmza tanınmayan malware aşkar edildikdə","Skan müddətini azaltmaq üçün yalnız kiçik ölçülü faylların təhlili zamanı","Proqramların CPU istifadəsi normadan aşağı olduqda və sistem sabit işlədikdə","Yalnız sistem sürücülərinin versiyası dəyişdikdə və yenilənmə tələb edildikdə","Antivirus yalnız sabit imza bazasına tam uyğunluq aşkarladıqda",a
177,SQL Injection-a qarşı hansı üsul effektivdir?,"Verilənlər bazasına giriş sürətini artırmaq üçün caching mexanizmlərindən istifadə olunması","Yüklənən faylların ölçüsünün məhdudlaşdırılması və fayl formatlarının yoxlanılması","Sistem proseslərinin icazələrinin minimuma endirilməsi və tətbiq konteynerlərinin optimizasiyası","Back-end serverdə trafik həcminin balanslaşdırılması üçün load balancing tətbiqi","Parametrik sorğular və input validation",e
178,XSS hücumundan qorunmaq üçün nə edilməlidir?,"Şifrələmə alqoritmlərini dəyişdirərək serverin performansını artırmaq","Router üzərində QoS parametrlərini konfigurasiya edərək paketlərin prioritetləşdirilməsini təmin etmək","Şəbəkə cihazlarında VLAN ayırmalarını tətbiq edərək istifadəçi trafikinə nəzarət etmək","Yalnız SQL sorğularının sintaksisini yoxlamaq və verilənlər bazasında daxiletmə sətirlərini məhdudlaşdırmaq","İstifadəçi girişlərini sanitize etmək",e
179,CSRF hücumuna qarşı effektiv tədbir hansıdır?,"CSRF tokenlərindən istifadə","Yalnız DNS cache-i təmizləyərək brauzer müraciətlərini yenidən yönləndirmək","Routerdə routing cədvəllərini optimallaşdıraraq sorğuların daha sürətli keçməsini təmin etmək","Switch üzərində port security tətbiq edərək cihazların MAC ünvanlarını məhdudlaşdırmaq","Yalnız firewall qaydalarını dəyişdirərək HTTP trafiki üçün port məhdudiyyətləri tətbiq etmək",a
180,Zəif şifrələmə problemi hansı nəticəyə gətirib çıxara bilər?,"Məlumatın üçüncü şəxslər tərəfindən asanlıqla deşifrə olunması, oğurlanması","Serverdə istifadəçi sessiyalarının daha sürətli açılması və gecikmələrin azalması","Router üzərində statik marşrutların daha effektiv işləməsi","DNS serverlərinin cavab vaxtının azalması ilə şəbəkə performansının yaxşılaşması","Switch portlarının yük balansına uyğun daha stabil işləməsi",a
181,Multi-Factor Authentication istifadə edilməsə nə baş verə biler?,"Bir parol oğurlananda hesablar ələ keçə bilər","Şəbəkədə paketlərin ötürülmə sürətinin azalması","Router konfigurasiyasının avtomatik dəyişdirilməsi","Firewall qaydalarının deaktiv edilməsi və ya söndürülməsi","Switch portlarının dinamik şəkildə bloklanması",a
182,Sistemdə input validation olmadan hansı hücum mümkündür?,"SQL Injection, XSS və digər kod injeksiyaları","Switch portlar üzrə MAC ünvan spoofing hücumları","Router üzərindən routing cədvəllərinə müdaxilə","Firewall-un parametrlərinin pozulması","Sistem loglarının silinməsi və ya manipulyasiya olunması",a
183,Error handling düzgün olmadığına nə baş verə bilər?,"Router trafik optimallaşdırıla bilməz","Firewall avtomatik deaktiv edilə bilər","Şəbəkə üzərində monitoring prosesi zəifləyir","Hücumçu sistem məlumatlarını ələ keçirə bilər","Switch port security parametrləri səhv tətbiq oluna bilər",d
184,Proqram kodunda giriş yoxlanmasa nə baş verə bilər?,"SQL Injection və XSS hücumları mümkündür","Switch portlarında trafik sürəti yüksəlir","Router konfigurasiyası optimallaşdırılır","Sistemdə istifadəçi sessiyaları daha etibarlı olur","Firewall-un müdafiə səviyyəsi artır",a
185,Sistem hardening və patch management birgə nə təmin edir?,"Antivirus imzalarını daha sürətli yeniləyir","Firewall-un bütün qaydalarını deaktiv edir","Zəiflikləri aradan qaldırır və hücuma qarşı qoruyur","Switch port security parametrlərini avtomatik tətbiq edir","Router trafikini optimallaşdırır və paketlərin prioritetini dəyişir",c
186,Antivirus və EDR sistemləri birlikdə nə edir?,"Firewall-u avtomatik söndürür","Router trafikini və yönləndirməni optimallaşdırır","Malware aşkarlayır, bloklayır və davranış əsaslı analizi aparır","Yalnız mövcud imza bazasına uyğun təhlükələri aşkarlayır","Switch portlar üzərində təhlükəsizlik parametrlərini idarə edir",c
187,Sistem və proqram təminatının təhlükəsizliyində ən yaxşı praktika hansıdır?,"Lokal serverlərin loglarını yalnız istifadəçi səviyyəsində qoruma","Router konfigurasiyasını maksimum performansa yönəltmək","Multi-layer müdafiə: hardening, patch management, antivirus, input validation, MFA","Yalnız firewall və əsas antivirus quraşdırmaq kifayətdir","Switch portları və trafiki optimallaşdırmaq",c
188,İnsident nədir?,"Fiziki serverlərin nasazlıq və ya yanma nəticəsində işləməməsi","Bütün şəbəkənin birdən-birə işini itirməsi və istifadəçilərin əlaqə qura bilməməsi","Sistem və ya məlumatlarda təhlükəsizlik pozuntusu","Virus aşkarlanması zamanı yalnız lokal faylların skan edilməsi və sistemin qismən təsirlənməsi","Tam sistem pozulması ilə bütün serverlərin fəaliyyətinin dayanması",c
189,İnsidentin aşağı səviyyəli nümunəsi hansıdır?,"Switch konfigurasiyasında səhv tətbiqlər nəticəsində şəbəkə trafikinin pozulması","Bütün şəbəkə cihazlarının birdən sıradan çıxması","Virus aşkarlanması","Şəbəkə üzərində şübhəli paketlərin aşkarlanması, lakin sistemin ümumi işləməsinə təsir etməməsi","Serverlərdə proqram xətası səbəbindən xidmətlərin dayanması",d
190,İnsidentin orta səviyyəli nümunəsi hansıdır?,"Lokal şəbəkə üzərində yalnız müəyyən portlarda problem yaranması","Router üzərində trafik optimallaşdırılması zamanı səhvlər","Veb tətbiq hücumu","Switch parametrlərinin səhv konfigurasiyası və istifadəçilərin bəzi xidmətlərə çıxışının məhdudlaşması","Administrator parolunun dəyişdirilməsi, amma təhlükəsizlik sistemlərinə təsir etməməsi",c
191,İnsidentin yüksək səviyyəli nümunəsi hansıdır?,"Lokal şəbəkə üzərində yalnız istifadəçi girişlərinin bloklanması","Switch port security tədbirlərinin tətbiqi zamanı müəyyən portlarda problem yaranması","Bütün məlumat bazasının oğurlanması","Antivirus proqramı ilə sadəcə skan edilməsi və kiçik təhlükələrin bloklanması","Quick scan ilə əsas sistem fayllarının yoxlanması",c
192,Logların rolu nədir?,"Server və şəbəkə cihazlarının enerji istifadəsini tənzimləmək","Firewall-u söndürməklə müəyyən təhlükələri əngəlləmək","Hadisələri qeyd etmək və analiz üçün istifadə etmək","Şəbəkədə trafik axınına nəzarət etməklə istifadəçilərin bütün fəaliyyətini optimallaşdırmaq","Router konfigurasiyasını dəyişərək sistemin performansını avtomatik artırmaq",c
193,SIEM sistemi nə edir?,"Lokal serverlərin bütün proqram təminatını yeniləyir və istifadəyə hazır vəziyyətə gətirir","Firewall-un bütün qaydalarını deaktiv edərək sistemin təhlükəsizliyini yoxlayır","Logları toplayır, analiz edir və hadisələri aşkar edir","Switch port security tədbirlərini avtomatik tətbiq edir və bütün portlar üzrə çıxışa nəzarət edir","Router trafikini və parametrlərini optimallaşdıraraq şəbəkə performansını artırır",c
194,Anomaliya əsaslı aşkarlama nədir?,"Verilənlər bazasında istifadəçi fəaliyyətini izləmək və hər dəfə fərqli çıxış yaratmaq","CSRF hücumlarının qarşısını yalnız firewall vasitəsilə almaq","Normaldan fərqli davranışları tapmaq","SQL Injection hücumlarını yalnız imza əsasında müəyyən etmək","XSS hücumlarını bloklamadan yalnız logda qeyd etmək",c
195,Incident Response (IR) mərhələlərindən biri hansıdır?,"Antivirus proqramını quraşdırıb bütün oyun fayllarını taramaq","Firewall-un bütün qaydalarını söndürərək proqramların işləkliyini test etmək","Hazırlıq","Komanda üzvlərinin ofisdə bütün kabelləri yoxlayaraq internet sürətini artırması","Router konfigurasiyasını dəyişərək printerləri prioritetləşdirmək",c
196,IR mərhələlərindən aşkarlama nəyi əhatə edir?,"Təhlükəsizlik hadisələrini yalnız aylıq olaraq nəzərdən keçirmək","Monitoring sistemini deaktiv edib sonradan yenidən aktivləşdirmək","Hadisəni müəyyənləşdirmək və təsdiqləmək","Logların toplanmasını gecikdirmək və yalnız kritik hallarda baxmaq","Şəbəkə fəaliyyətini yalnız manual şəkildə yoxlamaq",c
197,IR mərhələlərindən qarşısının alınması nədir?,"Zərərli trafiki bloklamadan yalnız qeydiyyat aparmaq","Hücumu dayandırmadan yalnız IP ünvanını qeydə almaq","Hücumun yayılmasının qarşısını almaq","Zərərli prosesi müşahidə edib ona müdaxilə etməmək","Təsirlənmiş sistemləri işlək vəziyyətdə saxlamaq",c
198,Aradan qaldırma mərhələsi nə edir?,"Hücum izi qalsa belə təmizləmə aparmamaq","Yoluxmuş sistemləri şəbəkədən ayırmadan işlətməyə davam etmək","İnsidentin təsirini minimuma endirir","","",c
199,Bərpa mərhələsi nəyi təmin edir?,"Hücum davam etsə belə sistemi onlayn saxlamaq","Təsirlənmiş xidmətləri test etmədən işə salmaq","Sistemin normal işləməsini bərpa edir","Sistemləri tam bərpa etmədən istifadəyə vermək","Backup tətbiq etmədən sistemi əl ilə düzəltmək",c
200,Post-incident analizi nədir?,"Logları analiz etmədən arxivləşdirmək","Gələcək hücumların qarşısını almaq üçün heç bir tədbir görməmək","Hadisəni təhlil etmək və gələcək üçün dərs çıxarmaq","Hadisənin səbəbini araşdırmadan insidenti bağlamaq","Komanda hesabatı hazırlamadan insidenti tamamlanmış saymaq",c
201,Digital forensics nədir?,"Rəqəmsal izləri yoxlayarkən audit qaydalarını tətbiq etməmək","Sübutları qeydə almadan dərhal hüquq-mühafizə orqanlarına göndərmək","Rəqəmsal sübutların toplanması və analizi","Sübutları dəyişdirərək daha ""təmiz"" görünməsi üçün redaktə etmək","Araşdırma zamanı cihazın yaddaşını tam silmək",c
202,Chain of custody nə üçündür?,"Simulyasiya testini icra etmək və komandanın fəaliyyətini izləmək","İncremental backup almaq və serverləri optimallaşdırmaq","Sübutların məxfi və ardıcıl saxlanması","Full backup-un sürətini artırmaq və avtomatik arxivləşdirmək","Firewall konfigurasiyasını dəyişərək şəbəkə performansını yoxlamaq",c
203,Fayl imicləmə nə deməkdir?,"Offline backup-u simulyasiya etmək və təhlil etmək","CSRF tokenlərini yoxlamaq və yeniləmək","Diskin tam surətinin çıxarılması","SQL Injection testlərini avtomatik icra etmək","XSS skriptlərini sınaqdan keçirmək",c
204,DRP nədir?,"Heç biri","Firewall söndürmək","Fəlakətdən sonra bərpa planı","Switch port security","Router sürəti",c
205,DRP-nin məqsədi nədir?,"Heç biri","Firewall söndürmək","Sistemi və məlumatları tez bərpa etmək","Switch sürəti","Router konfigurasiyası",c
206,BCP nədir?,"Heç biri","Firewall söndürmək","Biznesin fasiləsizliyini təmin edən plan","Switch port security","Router sürəti",c
207,RTO nəyi ölçür?,"Heç biri","Firewall söndürmək","Bərpa üçün lazım olan vaxt","Switch sürəti","Router konfigurasiyası",c
208,RPO nəyi ölçür?,"Heç biri","Firewall söndürmək","Bərpa üçün məlumat itkisi həddi","Switch sürəti","Router konfigurasiyası",c
209,Full backup nədir?,"Son dəyişən faylları saxlayır","Switch port security","Bütün məlumatların tam surətinin çıxarılması","Yalnız yeni fayllar","Yalnız dəyişən fayllar",c
210,Differential backup nə edir?,"Son full backup-dan bəri dəyişən faylları saxlayır","Bütün məlumatların tam surətinin çıxarılması","Switch port security","Tam sistem","Yalnız yeni fayllar",a
211,Incremental backup nə edir?,"Heç biri","Router sürəti","Son backup-dan bəri dəyişən faylları saxlayır","Tam sistem","Switch port security",c
212,Offline backup nədir?,"Heç biri","Router sürəti","Şəbəkədən ayrılmış backup","Online backup","Switch port security",c
213,Tabletop test nədir?,"SIEM alətinin qurulması","Sistem performansının ölçülməsi","Komanda üzvlərinin DRP planını masada nəzərdən keçirməsi","Fəlakət ssenarisinin real vaxt simulyasiyası","Backup fayllarının tam bərpası",c
214,Simulation test nə edir?,"Logların toplanmasını dayandırır","Firewall konfigurasiyasını dəyişir","Fəlakət ssenarisi simulyasiya edilir və plan yoxlanılır","Komanda üzvlərinin təlimini əvəz edir","Full backup-u avtomatik icra edir",c
215,Real test nəyi yoxlayır?,"Patch management prosesini","Antivirus proqramının sürətini","Həqiqi DRP tətbiqi (nadir halda)","Tabletop testin nəzərdən keçirilməsini","Backup növlərinin müqayisəsini",c
216,Incident Response planı niyə vacibdir?,"Tabletop testini əvəz etmək üçün","Switch portlarını test etmək üçün","Hadisələr zamanı sistem və məlumatları qorumaq üçün","Full backup-un avtomatlaşdırılması üçün","VPN konfigurasiyasını tənzimləmək üçün",c
217,Logların analizi insident aşkarlanmasına necə kömək edir?,"Firewall parametrlərini yoxlayır","Full backup və incremental backup-u əvəz edir","Sistem hardening addımlarını icra edir","Komanda üzvlərini təlimləndirir","Anomal davranışları və təhlükələri göstərir",e
218,SIEM sisteminin üstünlüyü nədir?,"Tabletop testini əvəz edir","Offline backup planını icra edir","Avtomatik log toplanması və real-time analiz","Full backup üçün alternativ yaradır","Firewall-u deaktiv edir",c
219,Incident Response mərhələlərindən hansı hadisəni məhdudlaşdırır?,"Backup strategiyasının icrası","RTO planlaşdırılması","Qarşısının alınması","Post-incident analizi","RPO ölçülməsi",c
