question_id,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer_id
87,Sənaye istehsalının artım səviyyəsi hansı düsturla hesablanır?,Qsah = At-sah/At-sn,Verilmiş düsturların hər üçü doğru cavabdır,At = H2/ H1 x 100,As = At – 100,Verilmiş düsturların heç biri doğru cavab deyil,d
88,"Əgər hər hansı bir sənaye sahəsində istehsalının illik artım tempi ümumi sənaye istehsalının artım tempini əhəmiyyətli dərəcədə qabaqlayıbsa, həmin sahənin sənaye istehsalının strukturundakı payı necə dəyişər?",artım tempinin səviyyəsi sahə quruluşuna təsir etmir,dəyişməz,qabaqlama əmsalının səviyyəsi sahə quruluşuna təsir etmir,Artar,azalar,d
89,Qabaqlama əmsalını aşağıdakı düsturla hesablanır:,As = (H2 – H1)/H1 x 100,Qsah = At-sah/At-sn,As = At – 100,As = H2/H1 x 100 - 100,At = H2/ H1 x 100,b
90,"İl ərzində ölkə iqtisadiyyatında yaradılan ÜDM-in miqdarı 50 miyard manat olub. Əgər bunun 60 faizi sənayenin payına düşərsə, sənayedə yaradılan ÜDM-in miqdarı nə qədər olub?",20 milyard manat,45 milyard manar,sənayedə ÜDM yaradılmır,30 Milyard manat,25 milyard manat,d
91,Tikinti və infrastruktur obyektləri ilə əlaqədar investisiya layihələrinin xüsusi maliyyələşmə əsasında həyata keçirilməsi haqqında Azərbaycan Respublikasının Qanunu nə vaxt qəbul edilib?,2006-cı ildə,2016-cı ildə,2010-cu ildə,2000-ci ildə,1996-cı ildə,b
92,Azərbaycan Respublikasının İqtisadiyyat Nazirliyi haqqında aşağıdakı fikirlərdən hansı doğru deyil?,nazirlik mərkəzi icra hakimiyyəti orqanıdır,Nazirlik Milli Məclisin tabeçiliyindədir.,nazirlik dövlət başçısının sərəncamı ilə yaradılır və ləğv edilir,"nazirliyin müstəqil balansı, istifadəsində olan dövlət əmlakı, xəzinə və bank hesabları var",nazirliyin ölkənin regionlarında bölmələri var,b
93,Aşağıdakılardan hansı Azərbaycan Respublikasının İqtisadiyyat Nazirliyinin strukturuna daxil deyil?,Azərbaycan Respublikası İqtisadiyyat Nazirliyinin aparatı (şöbələr və sektorlar),"Azərbaycan Respublikasının Standartlaşdırma, Metrologiya və Patent üzrə Dövlət Komitəsi.",Azərbaycan Respublikasının Sahibkarlığa Kömək Milli Fondu,Azərbaycan Respublikası İqtisadiyyat Nazirliyinin regional bölmələri,Azərbaycan Respublikasının İqtisadiyyat Nazirliyi yanında Antiinhisar Siyasəti və İstehlakçıların Hüquqlarının Müdafiəsi Dövlət Xidməti,b
94,Azərbaycanda sənayenin inkişafının əksər məsələlərini tənzimləyən əsas dövlət qurumu hansıdır?,Azərbaycan Respublikasının Sənaye və Ticarət nazirliyi,Azərbaycan Respublikasının İqtisadiyyat Nazirliyi.,Azərbaycan Respublikasının Energetika Nazirliyi,Azərbaycan Respublikasının Əmək və Əhalinin Sosial Müdafiəsi Nazirliyi,Azərbaycan Respublikasının Maliyyə Nazirliyi,b
95,Bazar “uğursuzluqları”nın aradan qaldırılması əsasən kimin üzərinə düşür?,bazarın özünün,Dövlətin.,“görünməz əl”in,firmanın,rəqabətin,b
96,Azərbaycan 2020: gələcəyə baxış” İnkişaf Konsepsiyası nə vaxt təsdiq edilib?,2012-ci ilin iyununda,2012-ci ilin Dekabrında.,2011-ci ilin dekabrında,2013-cü ilin dekabrında,2013-cü ilin yanvarında,b
97,Milli iqtisadiyyat və iqtisadiyyatın əsas sektorları üzrə strateji yol xəritələri nə vaxt təsdiq edilib?,2015-ci ilin dekabrında,2016-cı ilin Dekabrında.,2016-cı ilin martında,2017-ci ilin yanvarında,2016-cı ilin yanvarında,b
98,Azərbaycan Respublikasında sənayenin inkişafına dair 2015-2020-ci illər üçün Dövlət Proqramı hansı dövlət qurumu tərəfindən təsdiqlənib?,Azərbaycan Respublikasının Nazirlər Kabineti,Azərbaycan Respublikasının Prezidenti.,Azərbaycan Respublikasının Milli Məclisi,Azərbaycan Respublikasının İqtisadiyyat Nazirliyi,Azərbaycan Respublikasının Prezident Administrasiyası,b
99,Azərbaycan Respublikasında sənayenin inkişafına dair 2015-2020-ci illər üçün Dövlət Proqramı nə vaxt qəbul olunub?,2014-cü ilin sentyabrında,2014-cü ilin dekabrında,2015-ci ilin martında,2014-cü ilin mayında,2015-ci ilin yanvarında,b
100,“Azərbaycan 2020: Gələcəyə baxış” sənədi:,qanundur,Konsepsiyadır.,proqramdır,strateji plandır,plandır,b
101,Dövlət proqramlarının aşağıdakı xüsusiyyətlərindən hansı yanlış təqdim edilib?,kompleks problemlərin həllinə yönəldilir,Heç bir siyasi çəkisi olmur.,uzunmüddətli və miqyaslı olur,böyük həcmlərdə maliyyə və digər resurslar tələb edir,ölkənin və ya ərazinin milli və mədəni xüsusiyyətləri nəzərə alınmaqla işlənilir və icra olunur,b
102,Dövlətin iqtisadi siyasəti:,cəmiyyətin iqtisadi həyatında nizam yarada bilmir,cəmiyyət üzvlərinin iqtisadi fəaliyyətini çərçivələyir,cəmiyyət üzvlərinin fərdi istəklərini müəyyən edir,Cəmiyyətin iqtisadi həyatında nizamı təmin edir.,cəmiyyətin iqtisadi həyatında qeyri-müəyyənlik yaradır,d
103,III sənaye çevrilişinin yaratdığı yeni sənaye sahəsi hesab olunur,dərman istehsalı sənayesi,Biotexnologiyalar,nanotexnologiyalarıntətbiqi,kvanttexnologiyaları,özünüidarəedən nəqliyyat vasitələrinin (smartsistemlərin) istehsalı,b
104,Üçüncü sənaye çevrilişinin (inqilabının) əsasını təşkil edən budur:,əl əməyindən maşınlı sənayeyə keçid,kütləvi istehsaldan seriyalı istehsallara qayıdış,mexanikləşdirilmiş sistemlərdən avtomatlaşdırılmış sistemlərə keçid,Analoqlu texnologiyalardan Rəqəmsal texnologiyalara keçid,elektrikləşdirmə,d
105,II sənaye çevrilişi dövründə baş verən aşağıdakı hadisələrdən hansı bazar iqtisadiyyatında dövlətin roıunun artmasının Əleyhinə hesab olunur?,1929-1933-cü illər dünya iqtisadi böhranının aradan qaldırılması üsulları,Liberal iqtisadi cərəyan olan monetarizmin güclənməsi,“Geç sənayeləşmiş” ölkələrin sənayeləşmə təcrübələri,Bir sıra ölkələrin müharibədə dağılan iqtisadiyyatlatlarının bərpası prosesi,Keynsçiliyin meydana çıxması və geniş tətbiqi,b
106,Bunlardan hansı II sənaye çevrilişinin və sənayenin sürətli inkişafının əsas sosialiqtisadi nəticələri sırasına aid edilə bilməz?,elm və istehsalın əlaqəsinin güclənməsi,əmək məhsuldarlığının və məhsul buraxılışının sürətlə artması,İrimaşınlı sənayenin yaranması və kapitalizm cəmiyyətinin maddi-texniki bazasının formalaşması,həmkarlar ittifaqları hərəkatlarının formalaşması,inhisar birliklərinin və antiinhisar qanunvericiliyinin meydana çıxması,c
107,Aşağıdakılardan hansı II sənaye çevrilişinin xarakteristikası deyil?,"Kimyəvi materialların, kimyəvi liflərin və plastmassın istehsala tətbiqi",atom enerjisinin meydana çıxması və tətbiqi,İstehsalın avtomatlaşdırılması,İrimaşınlı sənayeyə keçid,Axınlı istehsalın yaranması və axın xəttlərinin tətbiqi,d
108,"Hesab olunur ki, II sənaye çevrilişi bu hadisədən başlayıb:",Daxili yanma mühərrikinin kəşfi,D.A. Laçinov tərəfindən elektrik enerjisinin böyük məsafələrə ötürülməsi şərtlərinin ortaya çıxarılması (1880),Maykl Faradey tərəfindən elektrik mühərrikinin ixtira edilməsi,İstehsal proseslərinin və insanların məişət həyatının genişmiqyaslı elektrikləşdirilməsinəsinə başlanılması,Pyer Marten tərəfindən poladın Bessemerləmə (ərinmiş çuqundan polad alınması) üsulunun kəşfi (1860) və Marten sobasının tətbiqi ilə,e
109,Amerikada sənayeləşmə prosesi hansı sahədən başlayıb?,dəmiryol nəqliyyatından,pambıq-parşa sənayesindən,metallurgiya sənayesindən,neft sənayesindən,kömür hasilatı sənayesindən,b
110,Birinci sənaye çevrilişinin əsas sosial-iqtisadi nəticələri sırasına hansını aid etmək olmaz?,irimaşınlı sənayenin yaranması və kapitalizm cəmiyyətinin maddi-texniki bazasının formalaşması,kapitalın təmərküzləşməsi və mərkəzləşməsi proseslərinin güclənməsi,məşğulluğun təmin edilməsində üstünlüyün kənd təsərrüfatından sənayeyə keçməsi,Korporasiyaların və Səhm bazarlarının yaranması,fabrik sahiblərinin daha nüfuzlu sahibkar təbəqəsinə çevrilməsi və sənaye burjaziyasının yaranması,d
111,Birinci sənaye çevrilişinin (inqilabının) əsas mənbəyi nə hesab olnur?,M. Faradey tərəfindən elektrik mühərrikinin ixtirası,C. Uatt tərəfindən Buxar maşınının ixtirası,Kartraytın mexanikləşdirilmiş toxuculuq dəzgahının ixtirası,Hargrivsin pambıqəyirmə maşınının ixtirası,ilk toxuculuq dəzgahının ixtirası,b
112,Aşağıdakılardan hansı Birinci sənaye çevrilişi dövründə sürətlə inkişaf edən sənaye sahələri sırasına daxil deyil?,Daş kömür hasilatı,neft sənayesi,Toxuculuq sənayesi,Gəmiqayırma sənayesi,Dəmir filisi hasilatı və metallurgiya sənayesi,b
113,Bunlardan hansı dövlət proqramının xarakterik xüsusiyyəti deyil?,proqramın qarşısında duran məqsədlər konkret olmalıdır,Proqramın əhatə dövrü və icra müddəti Qeyri-Müəyyəndir,proqramın reallaşdırılması üçün zəruri olan resursların miqdarı və əldə edilmə üsulları öncədən müəyyən edilir,proqramın reallaşdırılması üsulları öncədən müəyyən edilir,proqram ardıcıl və bir-birini qarşılıqlı tamamlayan kompleks tədbirlər sistemidir,b
114,İqtisadi strategiya:,müəyyən bir ideya və onun reallaşdırılması üsulları və ardıcıllığı barəsində əsas fikirləri ifadə edən mövqe sənədidir,"miqyaslı iqtisadi fəaliyyətin (məsələn, islahatların, layihələrin, proqramların və s.) həyata keçirilməsi zamanı həmin fəaliyyətlə bağlı əsas baxışı (yanaşmanı) əks etdirən yaxud fəaliyyət strategiyasını müəyyən edən sistemli fikirlər toplusudur",Davamlı olaraq dəyişən şəraitdə iqtisadi sistemin müxtəlif səviyyələrində sosial-iqtisadi proseslərin idarə edilməsi və sistemin malik olduğu bütün resurslardan səmərəli istifadə etməklə qarşıya qoyulan məqsədlərə nail olunması üsuludur.,"öncədən müəyyən edilmiş zaman müddətində və müəyyən edilmiş üsullarla, mövcud resurslardan istifadə etməklə konkret məqsədlərə nail olunmasını nəzərdə tutan ardıcıl detallı tədbirlər sistemidir","iqtisadi proseslərin gedisini nizamlamağa, onlara təsir etməyə və ya onların axarını müəyyənləsdirməyə xidmət edən, ardıcıl və fasiləsiz şəkildə həyata keçirilən sistemli tədbirlər toplusudur",c
115,Dövlət-biznes əməkdaşlığını tənzimləyən bu qanunlardan hansı Azərbaycanda qəbul edilib?,Konsessiyalar haqqında,Heç biri,Hasilatın Pay Bölgüsü sazişləri haqqında,Tikinti və infrastruktur obyektləri ilə əlaqədar investisiya layihələrinin xüsusi maliyyələşmə əsasında həyata keçirilməsi haqqında.,Qeyd edilənlərin hər üçü,d
116,627 Bunlardan hansı “Tik-idarə et-təhvil ver” (TİT)modelini xarakterizə etmir?,İnvestor (konsessioner) qoyulmuş vəsaiti tam geri alandan sonra obyekt dövlətə təhvil evrilir,"Konsessionerin obyektdən istifadə hüququ olur, obyektə sahiblik isə dövlətə məxsusudur","Obyekti konsessioner tərəfindən yaradılır, tikinti bitdikdən sonra isə qoyulmuş vəsaitin ödənilməsinə qədər müddətdə istismar edilir",Obyektə qoyulmuş vəsaiti tam geri alana qədər onun üzərində mülkiyyət sahiblik hüququ tamamilə Konsessionerə keçir.,"Bu mexanizm adətən, konsessiya müqavilələrində istifadə olunur",d
117,Bunlardan hansı bazar iqtisadiyytaı şəraitində sənayenin inkişafının dövlət btənzimlənməsini zərur edir?,“kənar təsirlər,“bazar uğursuzluqları”,iqtisadi inkişafda regioal və sahəvi disbalansı aradan qaldırılması,Bunlaırn hamısı.,resursların sahələr arasında qeyri-səmərəli bölgüsünün aradan qaldırılması,d
118,Sənayenin inkişafının dövlət tənzimlənməsinin həyata keçirilməsi üçün bundan istifadə edilmir:,"sənayenin inkişafı üçün zəruri olan qanunlar və başqa normativ-hüquqi aktlar qəbul olunur, onların icrası təmin edilir və icrasına nəzarət olunur","sənayenin inkişafını tənzimləyən qurumların fəaliyyətinin və iqtisadi siyasətin monitorinqi aparılır, nəticələr qiymətləndirilir və hesabatlar hazırlanır",sənayenin inkişafı üçün zəruri olan iqtisadi və sənaye siyasəti işlənib hazırlanır və icra olunur,Bazarda olan məhsul və xidmətlərin qiymətləri dövlət tərəfindən müəyyən edilir.,"müvafiq dövlət qurumları yaradılır, onların səlahiyyətləri, məsuliyyətləri və funksiyaları dəqiqləşdirilir, fəaliyyəti təşkil olunur",d
119,Aşağıdakı əlamətlərdən hansı Birinci sənaye çevrilişini xarakterizə etmir?,əl əməyindən maşınlı əməyə keçid baş verib,İstehsal proseslərinin Elektrikləşdirilməsinə başlanılıb,sənayenin bir çox sahələrində istehsal şərtlərinin dəyişilməsinə gətirib çıxarmış texki ixtiralar seriyası baş verib,manufakturadan fabrikaya keçid baş verib,əl gücünə əsaslanan sadə mexaniki əmək vasitələrindən iri maşınlara keçid baç verib,b
120,Sənayedə istehlak olunan bütün xammal hansı qruplara bölünür?,faydalı qazıntı ehtiyatları və insan əməyi ilə yaradılan xammal,"sənaye xammalı, kənd təsərrüfatı xammalı, tikinti xammalı, süni materiallar","sənaye xammalı, kənd təsərrüfatı xammalı və süni materiallar",mineral mən-şə-li xammal və süni yolla alınan xammal,Sənaye xammalı və Kənd təsərrüfatı xammalı,e
121,Aşağıdakılardan hansı xam material hesab olunur?,süfrə üzümü,Toplanmış pambıq,meyvə konservi,benzin,polad,b
122,Aşağıdakılardan hansı xam materiala aid deyil,ilkin emaldan keçmiş (qatışıqlardan təmizlənmiş) neft,Neft məhsulları,hasil edilmiş filiz,saflaşdırılmış filiz,kəsilmiş ağac,b
123,Aşağıdakılardan hansı xam materiala aiddir?,saflaşdırılmış filiz,Bunların hamısı,ilkin emaldan keçmiş (qatışıqlardan təmizlənmiş) neft,hasil edilmiş filiz,kəsilmiş ağac,b
124,Yerin təkindən hasil edilən xammal və onun emalı məhsulları dünyada istehsal edilən ağır sənaye məhsullarınınnə qədər hissəsini təmin edir?,10 faizini,90 faizini,75 faizini,40 faizini,yarısını,b
125,Cümləni aşağıdakı fikirlərdən doğru olanı ilə tamamlayın: Mineral resurslar,alternativ ehtiyat mənbələrinə aiddir,cavabların heç biri doğru deyil,insan əməyi ilə yaradılan predmetlərə aiddir,Təbii ehtiyatların bərpa Edilməyən növləri sırasındadır,təbii ehtiyatların bərpa edilən növləri sırasındadır,d
126,Mineral-xammal resursları dedikdə nə başa düşülür?,geoloji-kəşfiyyat işləri nəticəsində yerin təkində aşkar edilmiş bütün mineral ehtiyatlar,geoloji-kəşfiyyat işləri nəticəsində yerin təkində aşkar edilmiş potensial mineral və filiz ehtiyatları,ölkə ərazisində yerin təkində olan bütün növ faydalı qazıntı ehtiyatları,Geoloji-kəşfiyyat işləri nəticəsində yerin təkində aşkar edilmiş və sənayedə istifadəsi üçün Əlçatan olan faydalı qazıntı ehtiyatları,geoloji-kəşfiyyat işləri nəticəsində yerin təkində aşkar edilmiş və hazırda istismar olunan bütün növ faydalı qazıntılar,d
127,Sənayenin inkişafı sahəsində hazırda Azərbaycanın qarşısında duran əsas vəzifə hansı hesab olunur?,dövlət mülkiyyətində olan sənaye müəssisələrinin özəlləşdirilməsi,Rəqabət qabiliyyətli qeyri-neft sənayesi sahələrinin inkişafına nail olmaq,dövlət tərəfindən daha çox sənaye müəssisələrinin yaradılmasına nail olmaq,sovet dövründən qalmış sənaye müəssisələrinin fəaliyyətinin dirçəldilməsi,kənd təsərrüfatı istehsalının inkişafına nail olmaq,b
128,Hazırda Azərbaycanda qeyri-neft sənayesi sahələrinin inkişaf etdirilməsində hansı yanaşmaya üstünlük verilir?,dövlət-biznes partnyorluğu,dövlət müəssisələrinin üstünlüyü,sənaye komplekslərinin yaradılması,Kaster yanaşması,nəhəngləşmə,d
129,Azərbaycan Respublikasında sənayenin inkişafına dair 2015-2020-ci illər üçün Dövlət Proqramı necə təsdiq olunub?,Azərbaycan Respublikası Prezidentinin Sərəncamı ilə,Azərbaycan Respublikası Prezidentinin fərmanı ilə,Milli Məclisin qərarı ilə,Nazirlər Kabinetinin qərarı ilə,İqtisadiyyat Nazirliyinin qərarı ilə,a
130,Dövlət-özəl sektor əməkdaşlığı məqsədilə yaradılan alyanslar haqqında aşağıdakı fikirlərdən hansı doğru deyil?,adətən belə alyanslarmüəyyən bir müddət üçün (layihənin başa çatmasınadək) yaradılır,belə alyanslarda dövlət və özəl sektor bərabər hüquqlu tərəflər kimi iştirak edir,Adətən belə alyanslar dövlətin bütün layihələrini icra etmək üçün Müddətsiz yaradılır,adətən belə alyanslar konkret layihələrin həyata keçirilməsi məqsədi ilə yaradılır,layihənin icrası başa çatandan sonra bu alyanslar fəaliyyətini dayandırır,c
131,Müxtəlif ölkələrdə dövlət-özəl sektor əməkdaşlığının geniş yayıldığı sektorlar sırasında aşağıdakılardan hansı yoxdur?,sosial infrastukturun yaradılması,geniş istehlak mallarının istehsalı.,təhsil və səhiyyə xidmətlərinin göstərilməsi,nəqliyyat infrastrukturunun qurulması,kommunal infrastrukturun qurulmasıvə belə xidmətlərin göstərilməsi,b
132,Müxtəlif ölkələrdə dövlət-özəl sektor əməkdaşlığının geniş yayıldığı sektorlar hansılardır?,bunları heç biri,yaşıl iqtisadiyyatla bağlı (ekoloji) layihələr.,qanunvericilik sənədlərinin işlənilməsi,dövlət xidmətlərinin göstərilməsi,bazar araşdırmaları,b
133,Dövlət-özəl sektor əməkdaşlığının məqsədi:,ölkədə institutsional mühiti yaxşılaşdırmaqla bizmes mühiti təkmilləşdirməkdir,iqtisadiyyatın dayanıqlı inkişafının və əhalinin rifah halının yüksəlməsinin təmin edilməsi üçün dövlət və özəl sektorun resurslarından səmərəli istifadəni təmin etməkdir.,makroiqtisadi sabitliyin təmin edilməsidir,istehsal xərclərinin minimumlaşdırılması və firmaların mənfəətinin maksimumlaşdırılmasıdır,ölkədə institutsional mühiti yaxşılaşdırmaqla dövlət tənzimləməsinin səmərəliliyini artırmaqdır,b
134,Bunlardan hansı dövlət-özəl sektor əməkdaşlığından dövlətin faydasını əks etdirir?,kommersiya risklərinin azalması,"özəl kapitalın, ilk növbədə, daxili investisiyaların dövlətin zəruri hesab etdiyi və ictimai əhəmiyyətli layihələrə cəlb edilməsi.",böyük layihələrin idarə edilməsi ilə bağlı firmaların təcrübələrinin formalaşması,özəl sektorun potensialının yüksəlməsi,"yeni investisya imkanlarının (bazarlar, gəlirlər) yaranması",b
135,Bunlardan hansı dövlət-biznes əməkdaşlığının təşkili prinsipləri sırasına aiddir?,Korporativ idarəetmə,İctimai rəyin nəzərə alınması.,Kollegial qərarvermə,Demokratik mərkəziyyət,Fasiləsizlik,b
136,Dövlət-biznes əməkdaşlığının təşkili prinsiplərindən olan “ədalətlilik prinsipi” nəyi nəzərdə tutur?,"dövlət orqanları, onların vəzifəli şəxsləri tərəfindən qanunlara və müvafiq hüquqinormativ aktlara ciddi əməl olunması","Biznes partnyorun seçimində obyektivliyə və tərəfsizliyə əməl olunması, dövlət və biznesin vicdanlılığa və qaşılıqlı faydalılığa əsaslnanan əməkdaşlığı, qanun qarşısında dövlət və biznesin bərabərliyi.","müsabiqə zamanı diskriminasiya və məhdudiyyətlərin olmaması, əməkdaşlıq müqavilələrində iştirak edən tender içtirakçılarına bərabər yanaşmanın təmin edilməsi","müsabiqə zamanı diskriminasiya və məhdudiyyətlərin olmaması, əməkdaşlıq müqavilələrində iştirak edən tender içtirakçılarına bərabər yanaşmanın təmin edilməsi",dövlət-biznes əməkdaşlığının bütün mərhələlərində informasiyanın əlçatanlığının təmin olunması,b
137,Bunlardan hansı dövlət-biznes əməkdaşlığının mexanizmlərindən deyil?,Layihələndurmə - tikinti - sahiblik - istismar/idarəetmə - təhvil,Yenilik – tətbiq – sınaq – istehsal – satış.,İstismar hüququ,Tikinti – icarə - istismar/idarəetmə - təhvil,Tikinti - istismar/idarəetmə - təhvil,b
138,Azərbaycanda orta və iri sənaye müəssisələrinin özəlləşdirilməsi necə həyata keçirilib?,Əmək kollektivlərinin mülkiyyətinə keçirilib,Səhmdar cəmiyyətinə çevrilərək səhmləri satışa çıxarılıb,Ortaqlıqlara çevrilərək payları satışa çıxarılıb,Mülkiyyəti birbaşa hərraclarda satılıb,Xarici investorlara satılıb,b
139,Aşağıdakılardan hansı Azərbaycanda neft-qaz sənayesinin dirçəldilməsində mühüm rol oynayıb?,Bakı-Supsa neft ixrac boru kəmərinin çəkilişi,Bakı-Tbilisi-Ceyhan əsas neft ixrac boru kəmərinin çəkilişi,Bakı-Tbilisi-Ərzurum (Cənubi Qafqaz) qaz ixrac boru kəmərinin çəkilişi,Bunların hamısı,“Əsrin müqaviləsi”nin (“Azəri-Çıraq-Günəşli” layihəsi üzrə hasilatın pay bölgüsü sazişinin) imzalanması və reallaşdırılması,d
140,Dövlət müstəqilliyinin bərpa etdikdən (1991-ci il) sonra Azərbaycanda iqtisadi sistemdə həyata keçiirlən dəyişikliklərə aşağıdakılardan hansı aid deyil?,insanların xüsusi mülkiyyət və azad sahibkarlıq fəaliyyəti hüquqları bərpa edilib,ölkəyə xarici investisiyalar və əcnəbi investorlar cəlb edilməyə bşlanılıb,sərt mərkəzləşdirilmiş inzibati-amirlik sistemindən imtina edilib və ölkədə bazar münasibətlərinə əsaslanan iqtisadi sistemin quurlmasına başlanılıb,"Milləşdirmə aparılıb, iqtisadi böhranın aradan qaldırılması üçün bazar münasibətlərindən imtina edilərək inzibati idarəetmə sərtləşdirilib",dövlət mülkiyyətinin özəlləşdirilməsi və iqtisadiyyatın liberallaşdırılması islahatları həyata keçiirlib,d
141,1970-cı ildə Azərbaycan sənayesinin ümumi məhsulunda ən böyük paya malik sənaye sahəsi hansı olub?,kimya və neft-kimya sənayesi,yanacaq sənayesi,yeyinti sənayesi,yüngül sənaye,maşınqayırma və metal emalı,d
142,1970-80-ci illərdə keçmiş SSRİ-də istehsal olunan neft-mədən avadanlığının təqribən nə qədər hissəsi Azərbaycanda istehsal edilirdi?,100 faizi,50 faizi,80 faizi,70 faizi,40 faizi,d
143,1970-80-ci illərdə keçmiş SSRİ-də istehsal olunan məişət kondisionerlərinin hansı hissəsi Azərbaycanda istehsal edilirdi?,50 faizi,100 faizi,10 faizi,75 faizi,25 faizi,b
144,Azərbaycanda yaradılmış aşağıdakı sənaye müəssisələrindən hansı keçmiş SSRİ-də bu sahədə olan yeganə müəssisə olub?,Bakı Soyuducular Zavodu (1959),Bakı poladtökmə zavodu (1969),İnteqral mikrosxemlər istehsalı edən “Azon” zavodu (1974),Sumqayıt məişət kompressorları zavodu (1971,Bakı məişət kondisionerləri zavodu (1975),e
145,1940-cı ildə Azərbaycan sənayesinin ümumi məhsulunda ən böyük paya malik sənaye sahəsi hansı olub?,maşınqayırma və metal emalı,metallurgiya sənayesi,yüngül sənaye,yeyinti sənayesi,Yanacaq sənayesi,e
146,XX əsrin 20-30-cu illərində SSRİ hökumətinin Azərbaycanda neft maşınqayırmasının inkişafına diqqətin artırılması səbəbləri kimi aşağıda göstərilən fikirlərdən hansı doğru deyil?,SSRİ hökuməti xaricdən dxal edilən avadanlıqlardan asılılığını aradan qaldırmaq üçün ölkədə neft maşınqayırmasını inkişaf etdirmək qərarına gəlmişdi,Neft maşınqayırması müəssisələrinin istehlak yerlərinə yaxın yerləşdirilməsi prinsipi də bu sahənin Bakıda inkişafını tələb edirdi,"Bakı hələ Çar Rusiyası dövründə neft maşınqayırma sənayesi sahəsində artıq formalaşmış təcrübəyə malik idi, burada çox sayda belə zavodlar vardı ki,onları genişləndirmək və yenidən qurmaq tez və daha az xərclə mümkün idi",Neft maşınqayırmasına sərmayə qoymaq istəyən Xarici və Yerli investorlar hələ Çar Rusiyası dövründə neft maşınqayırma sənayesi sahəsində artıq Bakıda formalaşmış təcrübədən yararlanmaq istəyirdilər,Neft sənayesinin bərpası və gələcək inkişafı ölkədə onun texniki bazasının möhkəmləndirilməsini zəruri edirdi,d
147,Bunlardan hansı dövlət-biznes əməkdaşlığının mexanizmlərindən deyil?,tikinti - istismar/idarəetmə - təhvil,Tikinti – emal – satış – təhvil.,tikinti - sahiblik - istismar/idarəetmə - təhvil,əldəetmə - tikinti - istismar/idarəetmə,tikinti – təhvil - istismar/idarəetmə,b
148,Azərbaycan sənayesində dövlət-biznes əməkdaşlığı hansı istiqamətlərdə tətbiq oluna bilməz?,yüksək texnologiyalara əsaslanan avtomatlaşdırılmış idarəetmə sistemlərinin qurulması,kiçik və orta ölçülü sənaye müəssisələrinin yaradılması.,sənaye parklaırnın yaradılması,xüsusi iqtisadi zonaların yaradılması,sənaye-texnologiya parklarının yaradılması,b
149,Azərbaycanda dövlət-biznes əməkdaşlığı kimi imzalanan ilk hasilatın pay bölgüsü sazişi sənayenin hansı sahəsində fəaliyyəti nəzərdə tuturdu?,dağ-mədən sənayesi,neft-qaz hasilatı sənayesi.,qara metallurgita sənayesi,neft emalı sənayesi,əlvan metallurgiya sənayesi,b
150,Azərbaycanda ilk hasilatın pay bölgüsü sazişi nə vaxt imzalanıb?,2003-cü ildə,1994-cü ildə,2005-ci ildə,2000-ci ildə,1996-cı ildə,b
151,Dünyanın inkişaf etmiş ölkələrinin iqtisadi yüksəlişində rol oynayan aparıcı sahə hansı olub?,ictimai iaşə,Sənaye.,ticarət,tikinti,kənd təsərrüfatı,b
152,Təmərküzləşmənin formaları hansılardır?,"istehsal, satış, idxal və ixrac","Aqreqat, İstehsal-texniki və Texnoloji","konstruksiya, texnoloji ardıcıllıq, son məhsul istehsalı və təşkilati-təsərrüfat","fərdi, seriyalı və kütləvi",mütləq və nisbi,b
153,İstehsalın təmərküzləşməsi nədir?,yerli müəssisələr tərəfindən sənaye istehsalının getdikcə artması,sənaye sahəsində kiçik müəssisələrin tamamilə iflası,istehsal həcminin kiçik müəssisələrdə həyata keçməsi prosesinin genişlənməsi,bütün sənaye müəssisələrinin birliyi,Sahədə məhsul istehsalı üzrə Iri müəssisələrin xüsusi çəkilərinin mütəmadi artması,e
154,Bunlardan hansı istehsal amillərinin qiymətlərinin strukturunda dəyişikliklərə səbəb ola bilər?,yeni məhsul növlərinin yaranması,əhalinin artımı,yeni bazarların açılması,Bunların hamısı.,texniki tərəqqi,d
155,"İnstitutların (həm formal, həm də qeyri-formal) dəyişilməsinin əsas mənbəyi:",qeyd edilənlərin hər üçüdür,bunların heç biri deyil,dövlətin qərarları və istehlakçı davranışlarıdır,siyasi proseslər və iqtisadi dəyişikliklərdir,resursların nisbi qiymətlərinin strukturundakı irəliləyişlər (tərəqqi)və İdeologiyadır.,e
156,"D. Norta görə, iqtisadi inkişaf prosesini anlamaq üçün açar rolunu oynayan məhz:",siyasi dəyişikliklərdir,sabit institutlardır,institutların sabitliyidir,institusional dəyişikliklərdir.,sosial dəyişikliklərdir,d
157,Bunlardan hansı bazarların “uğursuzluqları”nı tənzimləyən institutlara və müvafiq təşkilatlara aiddir?,pensiya sistemləri,fiskal tənzimləmə,effektiv siyasi güc,pul-kredit tənzimlənməsi (mərkəzi banklar),ətraf mühitin mühafizəsi.,e
158,Bunlardan hansı bazarların formalaşmasını və sağlam fəaliyyətini təmin edən institutlara və müvafiq təşkilatlara aid deyil?,müstəqil məhkəmə sistemi,parlament,mülkiyyət hüquqlarının dəqiqləşdirilməsi və qorunması,effektiv siyasi güc,antiinhisar tənzimlənməsi.,e
